DataSet;Project;Package;Class;Method;Smell;Multiclass;Severity;ATFD_method;FDP_method;MAXNESTING_method;LOC_method;CYCLO_method;NOLV_method;NOAV_method;FANOUT_method;CFNAMM_method;ATLD_method;CINT_method;CDISP_method;AMW_type;ATFD_type;CFNAMM_type;DIT_type;FANOUT_type;LCOM5_type;LOCNAMM_type;LOC_package;LOC_type;NIM_type;NOA_type;NOCS_package;NOCS_project;NOMNAMM_project;NOMNAMM_type;NOM_project;RFC_type;TCC_type;WMCNAMM_type;WMC_type;WOC_type;NOM_type;AMWNAMM_type;NOCS_type;NOM_package;NOMNAMM_package;LOCNAMM_package;LOC_project;LOCNAMM_project;NOAM_type;NOP_method;MaMCL_method;MeMCL_method;CLNAMM_method;num_not_final_not_static_attributes;number_private_visibility_attributes
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SpriteBatch;DrawString(SpriteFont spriteFont, StringBuilder text, Vector2 position, Color color);1;2;5;16;6;2;70;6;14;16;1;3;45;1;1;5.666666666666667;352;48;1;22;0.7692307692307693;219;18914;1139;21;13;115;377;914;3;1863;42;0.4238095238095238;119;119;0.7142857142857143;21;39.666666666666664;0;518;297;7021;61066;24892;0;4;2;2;2;11;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SpriteBatcher;DrawBatch(SpriteSortMode sortMode, Effect effect);1;2;5;12;5;3;82;12;13;19;0;1;51;0;0;6;20;2;1;1;0.45833333333333337;85;18914;271;4;8;115;377;914;0;1863;5;1;24;24;0.5;4;0;0;518;297;7021;61066;24892;0;2;2;2;2;4;8
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SpriteBatcher;FlushVertexArray(int start, int end, Effect effect, Texture texture);0;0;0;0;5;2;44;4;6;6;1;1;20;1;1;6;20;2;1;1;0.45833333333333337;85;18914;271;4;8;115;377;914;0;1863;5;1;24;24;0.5;4;0;0;518;297;7021;61066;24892;0;4;2;2;0;4;8
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SpriteBatchItem;Set(float x, float y, float dx, float dy, float w, float h, float sin, float cos, Color color, Vector2 texCoordTL, Vector2 texCoordBR, float depth);1;1;4;52;3;0;33;1;12;12;0;0;24;0;0;1;110;0;1;0;0.25;22;18914;89;3;6;115;377;914;0;1863;3;0.3333333333333333;3;3;1;3;0;0;518;297;7021;61066;24892;0;12;0;0;0;6;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SpriteEffect;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.3333333333333335;3;1;2;1;0.33333333333333337;41;18914;75;3;3;115;377;914;1;1863;41;0.3333333333333333;7;7;0.3333333333333333;3;7;0;518;297;7021;61066;24892;0;1;0;0;0;3;3
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SpriteFont;MeasureString(ref CharacterSource text, out Vector2 size);1;2;5;0;2;2;61;9;12;14;0;1;28;0;0;2.7777777777777777;24;4;1;0;0.88;222;18914;389;6;5;115;377;914;5;1863;6;0;25;25;0.6666666666666666;9;5;2;518;297;7021;61066;24892;0;2;2;2;1;2;5
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Input.Touch;TouchPanelState;GetState();0;0;0;2;2;2;18;6;3;6;0;1;15;0;0;7.5625;20;18;1;5;0.837037037037037;155;834;726;16;18;2;377;914;4;1863;19;0.2;121;121;0.1875;16;30.25;0;22;6;223;61066;24892;0;0;2;2;1;9;12
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Input.Touch;TouchPanelState;ProcessTap(TouchLocation touch);0;0;0;0;3;1;31;5;4;5;1;2;23;1;1;7.5625;20;18;1;5;0.837037037037037;155;834;726;16;18;2;377;914;4;1863;19;0.2;121;121;0.1875;16;30.25;0;22;6;223;61066;24892;0;1;2;2;1;9;12
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Input.Touch;TouchPanelState;ReleaseAllTouches();0;0;0;0;1;3;27;6;2;6;0;1;20;0;0;7.5625;20;18;1;5;0.837037037037037;155;834;726;16;18;2;377;914;4;1863;19;0.2;121;121;0.1875;16;30.25;0;22;6;223;61066;24892;0;0;2;2;2;9;12
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Input.Touch;TouchPanelState;;1;3;12;0;0;1;3;1;1;1;0;0;0;0;0;7.5625;20;18;1;5;0.837037037037037;155;834;726;16;18;2;377;914;4;1863;19;0.2;121;121;0.1875;16;30.25;0;22;6;223;61066;24892;0;1;0;0;0;9;12
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Media;Genre;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;1;0;1;0;0;49;2153;76;3;1;19;377;914;1;1863;3;0.3333333333333333;3;3;1;3;3;0;124;44;967;61066;24892;0;1;0;0;0;1;1
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Media;PlaylistCollection;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;2;1;1;0;0.5;31;2153;96;10;2;19;377;914;1;1863;10;0.8;15;15;0.9;10;15;0;124;44;967;61066;24892;0;1;0;0;0;2;2
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;Adler;Adler32(uint adler, byte[] buf, int index, int len);0;0;0;0;0;3;47;7;7;7;0;0;9;0;0;7;2;0;1;0;0;30;10207;77;0;2;36;377;914;0;1863;1;0;7;7;0;1;0;0;199;71;4327;61066;24892;0;4;0;0;0;0;2
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;CRC32;GetCrc32AndCopy(System.IO.Stream input, System.IO.Stream output);0;0;0;0;0;2;25;5;5;13;0;1;19;0;0;2.7857142857142856;6;7;1;0;0.7435897435897436;176;10207;430;12;6;36;377;914;6;1863;14;0.5;39;39;0;14;6.5;0;199;71;4327;61066;24892;0;2;2;2;1;5;6
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;CRC32;SlurpBlock(byte[] block, int offset, int count);0;0;0;0;0;2;23;4;8;8;0;0;12;0;0;2.7857142857142856;6;7;1;0;0.7435897435897436;176;10207;430;12;6;36;377;914;6;1863;14;0.5;39;39;0;14;6.5;0;199;71;4327;61066;24892;0;3;0;0;0;5;6
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;CRC32;UpdateCRC(byte b);0;0;0;0;0;1;13;2;3;3;0;0;6;0;0;2.7857142857142856;6;7;1;0;0.7435897435897436;176;10207;430;12;6;36;377;914;6;1863;14;0.5;39;39;0;14;6.5;0;199;71;4327;61066;24892;0;1;0;0;0;5;6
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;_InitializeTreeData();0;0;0;0;2;0;18;1;0;3;0;1;28;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;0;0;0;1;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;bi_flush();1;1;4;0;0;2;17;3;0;0;0;0;4;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;0;0;0;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;build_bl_tree();1;1;4;0;2;2;26;3;1;18;1;2;50;1;1;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;0;2;2;2;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;DeflateFast(FlushType flush);1;2;5;0;5;4;115;19;3;20;0;3;62;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;1;0;0;4;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;DeflateSlow(FlushType flush);1;3;6;0;5;4;150;28;4;21;0;3;66;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;1;0;0;5;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;Reset();0;0;0;0;2;0;19;2;0;7;1;3;61;1;1;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;0;2;2;2;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;send_bits(int value, int length);1;1;4;0;0;1;27;2;3;3;0;0;8;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;2;0;0;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;send_compressed_block(short[] ltree, short[] dtree);1;1;4;0;2;4;60;6;8;15;1;3;39;1;1;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;2;2;2;5;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;send_tree(short[] tree, int max_code);1;1;4;0;1;5;64;12;9;12;0;1;18;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;2;0;0;5;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;set_data_type();1;1;4;0;1;1;19;5;3;3;0;0;9;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;0;0;0;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;SetDictionary(byte[] dictionary);1;1;4;0;2;1;36;6;4;4;0;0;24;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;1;2;2;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;DeflateManager;SetParams(CompressionLevel level, CompressionStrategy strategy);0;0;0;0;4;2;25;4;4;6;2;3;32;2;1;6.684210526315789;80;47;1;12;0.90503003003003;402;10207;1789;36;74;36;377;914;3;1863;43;0.28024193548387094;254;254;0;38;84.66666666666667;1;199;71;4327;61066;24892;0;2;2;2;1;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;GZipStream;Write(byte[] buffer, int offset, int count);0;0;0;2;2;2;19;4;3;13;0;1;29;0;0;2.6363636363636362;14;3;1;2;0.85;701;10207;945;7;10;36;377;914;6;1863;13;0.13333333333333333;29;29;0.45454545454545453;11;4.833333333333333;0;199;71;4327;61066;24892;0;3;2;2;1;8;1
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;Hash;ComputeHash(Stream stream);1;1;4;0;0;2;31;3;7;7;0;0;8;0;0;2.5;0;0;1;0;0;18;10207;67;0;0;36;377;914;2;1863;2;0;5;5;0;2;2.5;0;199;71;4327;61066;24892;0;1;4;3;0;0;0
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;InflateCodes;Process(InflateBlocks blocks, int r);1;3;6;0;4;6;355;59;13;40;1;2;96;15;0.06666666666666667;30.333333333333332;24;2;1;1;0.3125;51;10207;654;3;24;36;377;914;1;1863;4;0.3333333333333333;91;91;0;3;91;0;199;71;4327;61066;24892;0;2;2;2;1;14;10
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;InflateManager;Inflate(FlushType flush);1;2;5;0;3;3;185;37;4;24;1;2;107;2;0.5;8.285714285714286;12;10;1;6;0.6388888888888888;75;10207;391;7;12;36;377;914;0;1863;13;0.9047619047619048;58;58;0;7;0;0;199;71;4327;61066;24892;0;1;2;2;0;9;5
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;InflateManager;Initialize(ZlibCodec codec, int w);0;0;0;0;2;1;32;4;2;2;0;2;21;0;0;8.285714285714286;12;10;1;6;0.6388888888888888;75;10207;391;7;12;36;377;914;0;1863;13;0.9047619047619048;58;58;0;7;0;0;199;71;4327;61066;24892;0;2;0;0;2;9;5
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;InflateManager;SetDictionary(byte[] dictionary);0;0;0;0;3;1;23;4;3;13;2;2;33;2;1;8.285714285714286;12;10;1;6;0.6388888888888888;75;10207;391;7;12;36;377;914;0;1863;13;0.9047619047619048;58;58;0;7;0;0;199;71;4327;61066;24892;0;1;2;2;0;9;5
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;InfTree;inflate_trees_dynamic(int nl, int nd, int[] c, int[] bl, int[] bd, int[] tl, int[] td, int[] hp, ZlibCodec z);1;1;4;0;1;4;47;11;10;37;0;2;58;0;0;10.4;25;5;1;1;0.6499999999999999;54;10207;368;4;25;36;377;914;0;1863;6;0.6666666666666666;52;52;0;5;0;0;199;71;4327;61066;24892;0;9;0;0;4;6;10
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;Iso88591Encoding;GetBytesWithoutFallback(char[] chars, int charIndex, int charCount, byte[] bytes, int byteIndex);0;0;0;0;0;2;22;3;10;10;0;0;12;0;0;2;3;4;1;0;0.8518518518518519;661;10207;781;10;3;36;377;914;6;1863;10;0;20;20;0.6;10;3.3333333333333335;0;199;71;4327;61066;24892;0;5;2;2;0;1;3
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;LzxDecoderStream;Decompress(Stream stream, int decompressedSize, int compressedSize);1;1;4;0;0;2;55;6;9;9;0;0;12;0;0;1.8571428571428572;2;0;1;0;0.5833333333333333;47;10207;137;7;2;36;377;914;4;1863;7;0.06666666666666667;13;13;0.7142857142857143;7;3.25;0;199;71;4327;61066;24892;0;3;2;2;0;2;0
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;Tree;gen_codes(short[] tree, int max_code, short[] bl_count);1;1;4;0;1;2;30;4;8;8;0;0;10;0;0;6;13;4;1;2;0.8269230769230769;142;10207;356;2;13;36;377;914;2;1863;7;0.1;30;30;0;5;15;0;199;71;4327;61066;24892;0;3;0;0;0;3;2
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;ZlibBaseStream;ReadZeroTerminatedString();0;0;0;0;1;3;21;4;4;4;0;0;10;0;0;7.769230769230769;65;11;1;4;0.8518518518518519;127;10207;572;9;18;36;377;914;5;1863;17;0.16666666666666666;101;101;0.38461538461538464;13;20.2;0;199;71;4327;61066;24892;0;0;3;2.25;0;18;1
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities;ZlibCodec;flush_pending();1;1;4;0;1;1;30;8;1;1;0;0;10;0;0;2.05;15;19;1;11;0.8701754385964913;468;10207;630;20;15;36;377;914;1;1863;31;0.3333333333333333;41;41;0;20;41;0;199;71;4327;61066;24892;0;0;2;2;0;15;0
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;Adler;Adler32(uint adler, byte[] buf, int index, int len);1;1;4;0;0;3;47;7;7;7;0;0;9;0;0;7;2;0;1;0;0;30;8838;77;0;2;22;377;914;0;1863;1;0;7;7;1;1;0;0;155;42;3890;61066;24892;0;4;0;0;0;0;2
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;CRC32;Combine(int crc, int length);1;1;4;0;0;2;57;7;9;16;0;2;20;0;0;2.7857142857142856;6;7;1;0;0.7435897435897436;175;8838;428;12;6;22;377;914;6;1863;14;0.5;39;39;0.5714285714285714;14;6.5;0;155;42;3890;61066;24892;0;2;0;0;6;5;6
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;CRC32;SlurpBlock(byte[] block, int offset, int count);0;0;0;0;0;2;23;4;8;8;0;0;12;0;0;2.7857142857142856;6;7;1;0;0.7435897435897436;175;8838;428;12;6;22;377;914;6;1863;14;0.5;39;39;0.5714285714285714;14;6.5;0;155;42;3890;61066;24892;0;3;0;0;0;5;6
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;CRC32;UpdateCRC(byte b, int n);0;0;0;0;0;2;21;5;4;4;0;0;7;0;0;2.7857142857142856;6;7;1;0;0.7435897435897436;175;8838;428;12;6;22;377;914;6;1863;14;0.5;39;39;0.5714285714285714;14;6.5;0;155;42;3890;61066;24892;0;2;0;0;0;5;6
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;_tr_flush_block(int buf, int stored_len, bool eof);1;2;5;0;2;2;68;10;6;24;1;6;78;2;0.5;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;3;2;2;7;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;bi_flush();1;1;4;0;0;2;17;3;0;0;0;0;4;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;0;0;0;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;build_bl_tree();0;0;0;0;2;2;26;3;1;10;1;2;27;1;1;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;0;2;2;2;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;copy_block(int buf, int len, bool header);0;0;0;0;0;1;18;2;3;6;0;2;14;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;3;0;0;2;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;longest_match(int cur_match);1;2;5;0;1;3;86;22;12;12;0;0;26;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;1;0;0;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;pqdownheap(short[] tree, int k);1;1;4;0;0;2;22;5;4;10;0;1;14;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;2;0;0;2;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;scan_tree(short[] tree, int max_code);1;1;4;0;1;5;56;11;9;9;0;0;14;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;2;0;0;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;set_data_type();1;1;4;0;1;1;19;5;3;3;0;0;9;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;0;0;0;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;SetDictionary(byte[] dictionary);1;1;4;0;2;1;36;6;4;4;0;0;24;0;0;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;1;2;2;0;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;DeflateManager;SetParams(CompressionLevel level, CompressionStrategy strategy);0;0;0;0;4;2;25;4;4;5;2;3;28;2;1;6.684210526315789;80;47;1;12;0.90503003003003;402;8838;1789;36;74;22;377;914;3;1863;43;0.28024193548387094;254;254;0.02631578947368421;38;84.66666666666667;1;155;42;3890;61066;24892;0;2;2;2;1;54;23
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;InflateBlocks;Process(int r);1;3;6;0;4;6;510;74;19;41;2;5;125;5;0.4;15.5;22;8;1;4;0.6363636363636364;73;8838;668;6;22;22;377;914;0;1863;11;0.7333333333333333;93;93;0;6;0;0;155;42;3890;61066;24892;0;1;2;2;21;20;2
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;InflateCodes;InflateFast(int bl, int bd, int[] tl, int tl_index, int[] td, int td_index, InflateBlocks s, ZlibCodec z);1;3;6;0;4;9;237;31;24;24;0;0;41;0;0;30.333333333333332;24;2;1;1;0.3125;51;8838;654;3;24;22;377;914;1;1863;4;0.3333333333333333;91;91;0;3;91;0;155;42;3890;61066;24892;0;8;2;2;0;14;10
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;InflateManager;Inflate(FlushType flush);1;2;5;0;3;3;185;37;4;24;1;2;107;2;0.5;8.285714285714286;12;10;1;6;0.6388888888888888;75;8838;391;7;12;22;377;914;0;1863;13;0.9047619047619048;58;58;0;7;0;0;155;42;3890;61066;24892;0;1;2;2;0;9;5
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;InflateManager;Sync();1;1;4;0;3;3;55;8;5;5;0;1;27;0;0;8.285714285714286;12;10;1;6;0.6388888888888888;75;8838;391;7;12;22;377;914;0;1863;13;0.9047619047619048;58;58;0;7;0;0;155;42;3890;61066;24892;0;0;0;0;1;9;5
large_class;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;InternalConstants;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;10;0;1;0;0;22;8838;22;0;10;22;377;914;0;1863;0;0;0;0;0;0;0;0;155;42;3890;61066;24892;0;1;0;0;0;0;0
large_class;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;Tree;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;6;13;4;1;2;0.8269230769230769;142;8838;355;2;13;22;377;914;2;1863;7;0.1;30;30;0;5;15;0;155;42;3890;61066;24892;0;1;0;0;0;3;2
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;ZlibBaseStream;Dispose(bool disposing);0;0;0;0;0;3;17;4;1;13;0;2;51;0;0;7.5;65;13;1;4;0.8547008547008548;130;8838;592;10;18;22;377;914;5;1863;18;0.2222222222222222;105;105;0.6428571428571429;14;21;0;155;42;3890;61066;24892;0;1;2;2;2;18;1
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;ZlibBaseStream;Read(System.Byte[] buffer, System.Int32 offset, System.Int32 count);1;2;5;29;5;4;111;36;4;10;1;3;51;3;0.3333333333333333;7.5;65;13;1;4;0.8547008547008548;130;8838;592;10;18;22;377;914;5;1863;18;0.2222222222222222;105;105;0.6428571428571429;14;21;0;155;42;3890;61066;24892;0;3;2;2;1;18;1
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;ZlibBaseStream;UncompressString(byte[] compressed, Stream decompressor);0;0;0;0;0;3;22;2;7;7;0;0;7;0;0;7.5;65;13;1;4;0.8547008547008548;130;8838;592;10;18;22;377;914;5;1863;18;0.2222222222222222;105;105;0.6428571428571429;14;21;0;155;42;3890;61066;24892;0;2;2;2;0;18;1
long_method;MonoGame.Framework.iOS;MonoGame.Framework.Utilities.Deflate;ZlibCodec;flush_pending();1;1;4;0;1;1;30;8;1;1;0;0;10;0;0;2.05;16;19;1;11;0.8701754385964913;468;8838;630;20;15;22;377;914;1;1863;31;0.3333333333333333;41;41;0.85;20;41;0;155;42;3890;61066;24892;0;0;2;2;0;15;0
long_method;MonoGame.Framework.iOS;MonoGame.OpenAL;AL;GetNativeLibrary();0;0;0;0;0;0;28;1;0;0;1;1;2;1;1;1.1153846153846154;31;21;1;18;0.9741935483870968;167;675;330;0;31;4;377;914;6;1863;27;0.01;29;29;0;26;4.833333333333333;0;46;9;406;61066;24892;0;0;2;2;0;0;1
long_method;MonoGame.Packaging.Flatpak(netstandard2.0);MonoGame.Packaging;BuildFlatpakTask;Execute();1;2;5;0;0;2;93;7;11;12;0;1;24;0;0;3.3333333333333335;0;1;1;0;0;13;148;148;3;0;1;1;3;3;3;3;0;10;10;0.3333333333333333;3;3.3333333333333335;0;3;3;13;148;13;0;0;2;2;3;0;0
data_class;mRemoteNG;mRemoteNG.UI.Controls;MrngIpTextBox;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;5.2727272727272725;10;33;1;23;0.73;66;4427;419;10;10;39;442;1066;3;1946;642;0;58;58;0;11;19.333333333333332;0;185;56;1017;60640;19657;0;1;0;0;0;10;6
data_class;mRemoteNG;mRemoteNG.UI.Menu;ViewMenu;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.8461538461538463;13;7;1;6;0.7820512820512819;37;824;307;13;13;5;442;1066;3;1946;348;1;24;24;0.07692307692307693;13;8;0;42;22;132;60640;19657;0;1;0;0;0;12;8
feature_envy;Newtonsoft.Json;Newtonsoft.Json;JsonValidatingReader;WriteToken(IList<JsonSchemaModel> schemas);1;1;1;0;9;8;57;16;7;11;8;9;50;9;0.8888888888888888;4.735294117647059;10;100;1;52;0.8541666666666667;311;11289;969;31;6;31;197;1160;12;1645;128;1;161;161;0.2647058823529412;34;13.416666666666666;1;390;253;4193;46592;17408;0;1;3;2.4166666666666665;1;3;6
feature_envy;Newtonsoft.Json;Newtonsoft.Json.Converters;KeyValuePairConverter;ReadJson(JsonReader reader, Type objectType, object? existingValue, JsonSerializer serializer);0;0;0;4;6;3;50;7;11;11;11;13;34;20;0.55;4;7;31;1;23;0.11111111111111116;32;1095;122;3;3;10;197;1160;1;1645;36;0.3333333333333333;16;16;0.75;4;16;0;33;24;381;46592;17408;0;4;3;2.1052631578947367;0;0;3
feature_envy;Newtonsoft.Json;Newtonsoft.Json.Schema;JsonSchemaBuilder;ProcessSchemaProperties(JObject schemaObject);0;0;0;0;3;2;96;32;1;12;1;8;108;1;1;6.0625;5;57;1;31;0.8666666666666667;34;2043;447;14;5;15;197;1160;11;1645;38;0;97;97;0;16;8.818181818181818;0;62;47;683;46592;17408;0;1;3;3;9;2;5
feature_envy;Newtonsoft.Json;Newtonsoft.Json.Serialization;DefaultContractResolver;CreateDictionaryContract(Type objectType);1;1;1;0;7;3;43;8;8;14;6;10;54;9;0.6666666666666666;4.777777777777778;6;190;1;95;0.9809523809523809;370;9439;1670;33;5;41;197;1160;40;1645;129;0;215;215;0.06666666666666667;45;5375;1;273;151;2998;46592;17408;0;1;3;2.111111111111111;2;0;5
